User,Date,Text,sentiment
tedcruz,7/30/20 04:18,RT @jason_howerton: .@RepVernonJones absolutely HUMILIATES MSNBC host for implying he’s getting paid to support President @realDonaldTrump.…,"('pos', 1.0)"
tedcruz,7/30/20 02:04,RT @thehill: WATCH: President Trump signs a series of energy permits at an event in Texas. https://t.co/5rTlfx4wQb,"('neg', 1.0)"
tedcruz,7/30/20 02:03,"RT @DavidJHarrisJr: BOOM! @SenTedCruz and @michaeljknowles dropped bombs on the Democrats and their tyranny during this interview! 

Full i…","('neg', 1.0)"
tedcruz,7/29/20 21:14,RT @MattBatzel: Ted Cruz Introduces Bill To Withhold Coronavirus Relief Funds For Religious Discrimination https://t.co/URrnl9vQvB https://…,"('neg', 1.0)"
tedcruz,7/29/20 21:12,Not good. https://t.co/SIenpImHcn,"('neg', 0.6)"
tedcruz,7/29/20 21:01,"With @realDonaldTrump in the Permian Basin, standing with American energy producers and fighting for high-paying blue-collar jobs across our Nation. https://t.co/IFgNs35l1V","('neg', 1.0)"
tedcruz,7/29/20 20:03,"What do Iago, Othello, and Desdemona have to do with America today? 

@EricRWeinstein joins me and @MichaelJKnowles on the latest episode of #Verdict to discuss... 

You're going to want to hear what Eric has to say https://t.co/5DtH2bQibT","('neg', 1.0)"
tedcruz,7/29/20 19:31,"RT @mwtnews: CRUZ: Standing with Trump in support of Texas energy producers
https://t.co/Q56DVyz1mg","('neg', 1.0)"
tedcruz,7/29/20 17:04,RT @NicholasBallasy: .⁦@SenTedCruz⁩ says China is engaging in a ‘thousand year war’ for ‘complete global domination’  https://t.co/ztPdA3ig…,"('neg', 1.0)"
tedcruz,7/29/20 15:38,RT @TexasTDI: 🌀 Hurricane #Hanna recovery tips and resources 👉 https://t.co/PmwOMKD91z https://t.co/OUYW3sMBDM,"('neg', 1.0)"
tedcruz,7/29/20 04:15,"RT @marklevinshow: Hydroxychloroquine could save up to 100,000 lives, says Yale Professor
https://t.co/AeNT1P9bNE","('neg', 1.0)"
tedcruz,7/29/20 04:02,Odd term for an arrest. https://t.co/BkJDebNdMW,"('neg', 1.0)"
tedcruz,7/29/20 04:02,Da Bearsss.... 🇺🇸🇺🇸🇺🇸 https://t.co/4pDd5llAZA,"('neg', 1.0)"
tedcruz,7/29/20 03:51,"Twitter, please ban CNN. https://t.co/2aiEgnlIWy","('neg', 1.0)"
tedcruz,7/29/20 03:30,RT @RedState: How It's Done: Colorado Reporter Puts on a Clinic in How to Accurately Report on Violent Rioters (Video) https://t.co/XM2b5Tw…,"('neg', 1.0)"
tedcruz,7/29/20 03:21,"RT @DineshDSouza: In case you missed this exchange today, Attorney General Bill Barr revealed he has launched ANOTHER investigation looking…","('neg', 1.0)"
tedcruz,7/29/20 03:05,RT @DanScavino: https://t.co/JOSYw5DwJs,"('neg', 1.0)"
tedcruz,7/29/20 03:02,WATCH this. Important indictment of Big Tech censorship of science &amp; hypocrisy on coronavirus. https://t.co/JQ0ehQ39ff,"('neg', 1.0)"
tedcruz,7/28/20 23:13,RT @JerryDunleavy: SCOOP: GOP’s @RepHartzler &amp; @TedCruz announced a bill today — The Protecting America from Spies Act — which would deny v…,"('pos', 1.0)"
tedcruz,7/28/20 21:44,"RT @chiproytx: Thank you, Senator! Let's #KeepTexasRed and #StandUpForAmerica: https://t.co/VnKztS3jMI #TX21 https://t.co/iwOxoDHzq1","('neg', 1.0)"
tedcruz,7/28/20 18:00,"Clearly, we should get rid of all police officers. https://t.co/jTiKymavlp","('neg', 1.0)"
tedcruz,7/28/20 17:47,"Great idea, if you want to eliminate millions of manufacturing jobs, decimate blue-collar unions, and enrich Russia. #TodaysDemsHateJobs https://t.co/tGv6XX6Kvm","('neg', 1.0)"
tedcruz,7/28/20 17:38,Strong.  There’s hope for our Nation. 🇺🇸 https://t.co/Va6HW5qBLT,"('pos', 1.0)"
tedcruz,7/28/20 12:54,RT @SenTedCruz: COMING UP 📺: At ~8am CT I’ll be on @AmericaNewsroom with @SandraSmithFox and @tracegallagher to talk about my RECLAIM Act &amp;…,"('neg', 1.0)"
tedcruz,7/28/20 11:35,Gig ‘em! https://t.co/GTksn5Nksi,"('neg', 1.0)"
tedcruz,7/28/20 02:39,"Waiting for the changing of the guard, preparing to pay my respects to the great civil rights leader John Lewis, as he lies in state in the Capitol rotunda.  He was a remarkable, heroic man. https://t.co/CPz7CrgCp1","('pos', 1.0)"
tedcruz,7/28/20 02:11,RT @JohnCornyn: Texas Democrats plan 7-figure ad buy to turn state blue https://t.co/PglJcguSCE,"('neg', 1.0)"
tedcruz,7/27/20 19:39,"RT @HidalgoCounty: 🚨Caution!🚨 There are still flooded roads and stranded vehicles, do not drive through floodwaters. https://t.co/Csi7jsIZkb","('neg', 1.0)"
tedcruz,7/27/20 19:38,"RT @tedcruz: We need @ChipRoyTX back in Congress!

I'm proud to endorse his campaign and I'm asking you to join me in supporting Chip for r…","('pos', 0.6)"
tedcruz,7/27/20 18:59,"Remember, liberals are the “tolerant” ones.... https://t.co/znUrrBmZIq","('neg', 1.0)"
tedcruz,7/27/20 18:33,RT @NWSBrownsville: A flash flood watch continues for the #RGV through 8 pm tonight. An additional 1 to 2 inches of rain is possible with s…,"('pos', 1.0)"
tedcruz,7/27/20 16:40,"RT @Readygov: Hurricanes #Hanna &amp; #Douglas bring flash floods. Stay safe:

📻 Monitor updates from local officials,@NHC_Pacific &amp; @NHC_Atlan…","('pos', 0.8)"
tedcruz,7/27/20 15:30,"RT @SenTedCruz: For those in Mission, Texas: the city will begin storm cleanup today by offering curbside collection.
 
See below for more…","('neg', 1.0)"
tedcruz,7/27/20 14:56,"We need @ChipRoyTX back in Congress!

I'm proud to endorse his campaign and I'm asking you to join me in supporting Chip for reelection in #TX21 today:  https://t.co/0ti1etka1p","('pos', 0.6)"
tedcruz,7/27/20 14:45,"RT @JonathanTurley: Notably, on the panel, Stephanopoulos interviewed Christie who was in the 2016 meeting. Yet, he never asked Christie ab…","('neg', 1.0)"
tedcruz,7/27/20 14:33,"RT @theMRC: ""The leaders of Minneapolis failed Minneapolis.""

Minneapolis police officer Rich Walker slams the city's leaders for emboldeni…","('neg', 1.0)"
tedcruz,7/27/20 14:33,"Sure, they have a right—which I will vigorously defend—to walk off during the anthem. And to burn the flag, or spit on it, or trample on it. But I have a right to say I don’t like it. That’s how the First Amendment works.

If pro sports keep insulting fans, they may not have any. https://t.co/BKIe7fHe0z","('pos', 0.8)"
tedcruz,7/27/20 14:26,RT @politico: Sen. Ted Cruz said Sunday that Democrats are 'shoveling cash at the problem' with coronavirus aid https://t.co/uQYz8qyChC,"('neg', 1.0)"
tedcruz,7/26/20 18:22,"RT @CBSNews: Cruz said on ""Face the Nation"" a coronavirus relief package pushed by House Democrats fails to focus on the global pandemic an…","('neg', 1.0)"
tedcruz,7/26/20 16:36,RT @FaceTheNation: .@SenTedCruz on @RepJohnLewis: “He’s an inspiration for many generations to come” https://t.co/ZVZkfgvqDk,"('pos', 0.8)"
tedcruz,7/26/20 16:35,RT @FaceTheNation: NEWS: @SenTedCruz suggests to @margbrennan more Chinese consulates in the U.S. may close after #China's consulate in Hou…,"('neg', 1.0)"
tedcruz,7/26/20 16:34,"RT @FaceTheNation: .@SenTedCruz tells @margbrennan he is ""not"" on board with current #coronavirus relief legislation supported by @thewhite…","('pos', 1.0)"
tedcruz,7/26/20 16:24,When politicians surrender the people to the mob. https://t.co/Q1bEpYbbZR,"('neg', 0.6)"
tedcruz,7/26/20 16:23,RT @HomelandKen: Honesty from rioters,"('neg', 1.0)"
tedcruz,7/26/20 16:20,"This is terrorism. 

And even Starbucks isn’t woke enough. https://t.co/nPIrJiGK9Y","('neg', 1.0)"
tedcruz,7/26/20 16:19,"Hateful &amp; sick. 

Does @JoeBiden agree?  Will any reporter ask him? https://t.co/flUCbRneXu","('neg', 0.8)"
tedcruz,7/26/20 16:17,“Burn this city” must be code for “peaceful protest.” https://t.co/sZH3rljKDW,"('neg', 1.0)"
tedcruz,7/26/20 15:51,"RT @RichJaeger: #LiberalMedia

CBS 'FACE THE NATION'

Republican Senator Ted Cruz Cruz starts providing #DETAILS that expose Democrats poli…","('neg', 1.0)"
tedcruz,7/26/20 15:48,My friend @jonvoight speaks powerfully about his love for America and what makes our Nation great during this time of crisis. https://t.co/7mlnAtVFp6,"('pos', 1.0)"
tedcruz,7/26/20 15:32,"RT @saletan: ""We're 100 days out from the presidential election,"" says @tedcruz on FTN. ""The only objective Democrats have is to defeat Don…","('neg', 1.0)"
tedcruz,7/26/20 15:29,Important message. https://t.co/pn2Omb3Mub,"('neg', 1.0)"
tedcruz,7/26/20 15:28,"2/x Yale epidemiologist: ""In the future, I believe this misbegotten episode regarding hydroxychloroquine will be studied by sociologists of medicine as a classic example of how extrascientific factors overrode clearcut medical evidence."" Translation: Trump hatred endangers lives.","('neg', 1.0)"
tedcruz,7/26/20 15:25,"Yale epidemiologist says hydroxychloroquine is “highly effective” on COVID: “When this inexpensive oral medication is given very early in the course of illness, before the virus has had time to multiply beyond control, it has shown to be highly effective.” https://t.co/jH3z3NQ3Ei","('pos', 1.0)"
tedcruz,7/26/20 15:11,"RT @SteveGuest: .@tedcruz: ""This virus originated because of Communist China's deliberate cover up, they arrested, they silenced the heroic…","('neg', 1.0)"
tedcruz,7/26/20 15:09,"RT @SteveGuest: ""We're 100 days out from the presidential election, the only objective Democrats have is to defeat Donald Trump and they've…","('neg', 1.0)"
tedcruz,7/26/20 13:51,"RT @RedState: ""Put simply, BLM has become a white Marxist movement with a black face."" @JeffOnTheRight https://t.co/hYY88S6YUv","('neg', 1.0)"
tedcruz,7/26/20 13:48,RT @stillgray: Antifa burned people out of their homes in Seattle today after setting fire to a Starbucks attached to the residential apart…,"('neg', 1.0)"
tedcruz,7/26/20 13:46,"Nuts. This lawlessness is why we need to pass my RECLAIM Act, which allows you to sue the city—and get triple damages—when elected officials deliberately withhold police protections during a riot. https://t.co/BIiUzhpdbN","('pos', 1.0)"
tedcruz,7/25/20 22:47,".@joerogan Welcome to Texas!

We’ll protect your freedom. https://t.co/8TqFGFzDam","('neg', 1.0)"
tedcruz,7/25/20 22:19,This thread is 🔥 https://t.co/wxe9hZnjdd,"('neg', 1.0)"
tedcruz,7/25/20 22:18,"Wow. Impressive &amp; thorough response to Lefty media attacks from @Outkick @ClayTravis 

Ours is not a spirit of fear, but of power, and love, and of a sound mind. https://t.co/KCOH8gZMTv","('pos', 1.0)"
tedcruz,7/25/20 21:52,RT @seanhannity: Cruz to Introduce Bill Holding Local Govs Liable to Property Owners if No Police Protection https://t.co/f95uKxhRMQ,"('neg', 1.0)"
tedcruz,7/25/20 21:44,RT @RealJamesWoods: Brilliant. Now add a rider expressly forbidding the use of federal funds for riot reconstruction. Let local Democrats p…,"('neg', 1.0)"
tedcruz,7/25/20 21:43,It’s in there! https://t.co/SsB8TMChpN,"('pos', 1.0)"
tedcruz,7/25/20 21:33,RT @CBPMarkMorgan: There is nothing “peaceful” about using power tools to saw through fencing.,"('neg', 1.0)"
tedcruz,7/25/20 21:33,It’s a very peaceful chainsaw. https://t.co/KVyxLJvPAy,"('pos', 0.8)"
tedcruz,7/25/20 21:30,The DC Establishment isn’t telling the truth about Dr. Manny &amp; ObamaCare. Here’s @drmannysenate in 2017 joining President Trump at the White House &amp; fighting to repeal Obamacare—and the White House promoting it. https://t.co/zqjhTjl5CG,"('pos', 1.0)"
tedcruz,7/25/20 19:45,"Chris, seeing the media gleefully report the virus in red states is really sad. And it’s more than a little hypocritical: NY had over 30k Covid deaths; TX has fewer than 5k. (And TX has a 50% larger population.)

Both are too many. We need to unite, stay safe &amp; get back to work. https://t.co/PZknNVe1Ab","('pos', 0.6)"
tedcruz,7/25/20 18:25,"Stunts like this could provoke the fans to walk out. 

Oh, wait... https://t.co/FY7rN5MHoB","('neg', 1.0)"
tedcruz,7/25/20 15:26,I wonder if cardboard cutouts buy tickets? https://t.co/6dYDR1Ae0U,"('neg', 1.0)"
tedcruz,7/25/20 15:21,"RT @HoustonChron: Tropical Storm Hanna upgrades to a hurricane, bringing heavy rain to Houston https://t.co/tJnIiAz8i5","('neg', 1.0)"
tedcruz,7/25/20 15:20,"RT @NWSCorpus: We now have Hurricane Hanna, the first hurricane of the 2020 Atlantic Season! Hanna will continue to move inland today, and…","('neg', 0.6)"
tedcruz,7/25/20 15:20,"Why would they want the fence down? What do they want to do to the courthouse?

Just another Portland “Mom”.... https://t.co/hVBWpyjCey","('neg', 1.0)"
tedcruz,7/25/20 15:18,Worth reading. Powerful. https://t.co/ZfyRD7qEsN,"('neg', 1.0)"
tedcruz,7/25/20 15:12,Be careful. Stay safe. https://t.co/f76b82wdOr,"('pos', 1.0)"
tedcruz,7/25/20 15:08,Stay safe. https://t.co/XPUqxARCIW,"('pos', 1.0)"
tedcruz,7/25/20 15:04,RT @RealBPhil: On this day in 1980 “Caddyshack” was released. Still hilarious at 40. https://t.co/g71JF3OwEJ,"('pos', 1.0)"
tedcruz,7/25/20 15:03,"RT @prchovanec: Jul 24, 1920 - Boston Post: Charles Ponzi is creating a sensation in Boston by promising to double investors' money in 3 mo…","('neg', 1.0)"
tedcruz,7/25/20 15:00,RT @KristySwansonXO: And mothers to be can’t have their husband present at doctors appointments or in the delivery room.,"('neg', 1.0)"
tedcruz,7/25/20 14:56,RT @JonathanTurley: There remain troubling ethical issues. The sense of utter abandon in such false accounts is the danger of echo-journali…,"('neg', 1.0)"
tedcruz,7/25/20 14:40,RT @TMZ: Sen. Ted Cruz Says NBA Ain't 'Woke' Until League Stands Up to China https://t.co/c2nXvS0G0c,"('neg', 1.0)"
tedcruz,7/25/20 14:30,"For all those opening-day pitchers wearing masks:  if you not standing further than 6-feet apart, you’re doing it REALLY wrong.","('neg', 1.0)"
tedcruz,7/25/20 14:22,And to all the New Yorkers whom the governor excluded—sitting at home with your family happily sans mask—happy Saturday to you too! https://t.co/PDm0TY4OM4,"('neg', 1.0)"
tedcruz,7/25/20 14:11,"Good news. Gavin Newsom’s unconstitutional order banning singing in church has effectively been repealed. 

If anyone challenges it, just tell them you’re not singing, you’re just “protesting Satan.” https://t.co/Bv2zA4beC5","('pos', 1.0)"
tedcruz,7/25/20 05:21,"RT @thehill: Sen. Ted Cruz: ""We honor Paya's life by standing in solidarity as Americans with the brave Cubans and those everywhere fightin…","('pos', 1.0)"
tedcruz,7/25/20 05:05,"Clearly, all schools must shut down until November 3. https://t.co/GaKd6rgVGK","('neg', 1.0)"
tedcruz,7/25/20 05:04,"John Roberts has abandoned his oath. 

But, on the upside, maybe Nevada churches should set up craps tables?  Then they could open? https://t.co/6pWoOwg9ts","('pos', 1.0)"
tedcruz,7/25/20 05:00,RT @BryanDeanWright: Same crowd says it’s impossible to open schools safely.,"('pos', 1.0)"
tedcruz,7/24/20 22:04,RT @AriFleischer: Who exactly is it who has proven THEY didn’t accept the results of the 2016 election??,"('neg', 1.0)"
tedcruz,7/24/20 22:00,"It ain’t complicated:

Don’t commit violent crimes. 

Don’t fire-bomb our cities. 

Don’t hide or traffic terrorists who are fugitives from justice. 

And go to jail if you do. https://t.co/N3wYVucTIt","('neg', 0.8)"
tedcruz,7/24/20 21:54,"I’m Ted, and I approve this message. https://t.co/z0TzSGJGpV","('neg', 1.0)"
tedcruz,7/24/20 21:53,"Yes. Yes. Yes. 

@WSJopinion @wsj https://t.co/Z5IwIDjqSY","('neg', 1.0)"
tedcruz,7/24/20 21:51,"The media narrative is exactly backwards:  the radical Left wants urban minorities poor, unemployed, broke &amp; at the mercy of violent criminals. 

They are LITERALLY trying to repeal tax incentives to bring jobs to inner cities.

Who are they fighting for? https://t.co/m1pg9W6Wan","('neg', 1.0)"
tedcruz,7/24/20 21:44,"RT @DrewHolden360: Seems a national newspaper settling a lawsuit about defaming a child should be bigger news, no?","('neg', 0.6)"
tedcruz,7/24/20 21:44,Peaceful protests. https://t.co/FURFj78ukR,"('neg', 1.0)"
tedcruz,7/24/20 21:37,"I call BS. Produce this mystery “GOP Senator.”

Cops arresting violent terrorists who are attacking &amp; burning federal courthouses isn’t remotely unconstitutional. 

And anyone who tells you differently is either a Trump-hating partisan or they hasn’t read the U.S. Constitution. https://t.co/Vt7npcNPB3","('pos', 1.0)"
tedcruz,7/24/20 21:30,!! https://t.co/1IRRl6E9Hh,"('neg', 1.0)"
tedcruz,7/24/20 21:30,Be this guy. https://t.co/IzZ2cFYQ4f,"('neg', 1.0)"
tedcruz,7/24/20 21:18,Insightful. https://t.co/YVK5cPEZry,"('neg', 1.0)"
tedcruz,7/24/20 21:15,RT @seanmdav: Dr. Scott Atlas: Science Demands That Schools Reopen https://t.co/f8bcXwrUuk,"('neg', 1.0)"
tedcruz,7/24/20 21:11,"RT @NASA_Johnson: 51 years ago today: Apollo 11 splashdown, a safe return from the Moon.

45 years ago today: Apollo-Soyuz Test Project spl…","('pos', 1.0)"
tedcruz,7/24/20 21:11,"RT @bennyjohnson: Giants Pitcher Sam Coonrod Refuses to Kneel for MLB's Black Lives Matter Moment:

“I'm a Christian. I just can’t get on b…","('neg', 1.0)"
